TestID,AP_RSSI,AP_TxRate,AP_Noise,AP_MCS,AP_Throughput,AP_FDR,Client_RSSI,Client_TxRate,Client_Noise,Client_MCS,Client_Throughput,Client_FDR,iPerf_Throughput,GoPing_Min,GoPing_Avg,GoPing_Max,GoPing_Std.Dev,GoPing_Loss,Label 
166,-67,65,-95,MCS7,56.9,0.896177,43.46,-68,65,-95,MCS7,48.6,0.770344,553.15,756.4493563218,841.76,36.3332262749,0,0
167,-67,65,-95,MCS7,56.9,0.896871,43.636667,-67,65,-95,MCS7,51.2,0.871511,669.16,753.8827272727,852.07,33.9382907827,0,0
168,-68,65,-95,MCS7,56.3,0.898109,43.083333,-68,65,-95,MCS7,50.8,0.873837,552.6,781.8703694581,2343.39,163.1654758247,0.11,0
169,-76,39,-95,MCS4,33.7,0.898177,24.05,-76,39,-95,MCS4,29.4,0.699704,651.74,1347.6571919192,1999.72,251.0902153861,0,1
170,-68,65,-95,MCS7,56.9,0.896526,42.176667,-68,65,-95,MCS7,54.9,0.74772,654.77,757.3369333333,955.14,37.1487316454,0,0
171,-69,65,-95,MCS7,56.9,0.903743,44.12069,-68,65,-95,MCS7,48,0.834238,1.61,664.1438461538,1032.22,209.0541305849,0.16,0
172,-67,65,-95,MCS7,53.5,0.902355,43.29,-67,65,-95,MCS7,48.3,0.834878,668.81,758.2341008772,856.01,35.0102844549,0,0
173,-79,26,-95,MCS3,22.4,0.610342,17.846667,-79,39,-95,MCS4,23.1,0.677966,695.1,1979.1368763558,2461.18,193.3908329963,0,1
174,-67,65,-95,MCS7,57.2,0.607019,41.773333,-68,65,-95,MCS7,27.1,0.679245,657.92,765.4159221311,1486.97,82.7861321441,0,0
175,-67,65,-95,MCS7,56.9,0.8982,43.213333,-67,65,-95,MCS7,54.1,0.861587,678.3,763.1830866808,848.36,32.431055005,0,0
176,-67,65,-95,MCS7,56.9,0.897421,43.12,-67,65,-95,MCS7,50.5,0.865323,674.11,756.3311136364,864.92,34.1912165008,0,0
177,-67,65,-95,MCS7,56.9,0.897548,43.373333,-67,65,-95,MCS7,54.1,0.867838,676.59,757.952787234,853.62,33.1739493171,0,0
178,-67,65,-95,MCS7,56.9,0.898006,43.276667,-65,65,-95,MCS7,54.1,0.87023,290.52,787.3979372197,3692.96,330.9762300371,0.27,0
179,-82,19.5,-95,MCS2,16.7,0.897969,14.308421,-82,19.5,-95,MCS2,16.1,0.726621,508.47,1892.5787056367,2972.92,756.5517636149,0,1
180,-68,65,-95,MCS7,56.9,0.897008,41.486667,-68,65,-95,MCS7,54.1,0.708926,690.2,761.813538874,853.98,32.555575717,0,0
181,-66,65,-95,MCS7,56.9,0.896,43.965517,-67,65,-95,MCS7,54.1,0.85046,1.54,659.058812095,1146.66,219.2486668006,0.09,0
182,-67,65,-95,MCS7,56.9,0.900698,43.353333,-67,65,-95,MCS7,54.9,0.87809,668.43,754.1992626728,841.39,33.8049199976,0,0
183,-85,13,-95,MCS1,10.5,0.668687,9.069,-86,13,-95,MCS2,10.6,0.685576,643.2,3405.3715417559,4521.43,850.5426190721,0.04,1
184,-68,65,-95,MCS7,56.9,0.897461,42.41,-68,65,-95,MCS7,50.6,0.874117,682.52,755.6636811024,847.29,32.1907778162,0,0
185,-68,65,-95,MCS7,54.9,0.897136,43.216667,-68,65,-95,MCS7,54.1,0.866825,685.09,758.5362385321,855.74,33.8843272487,0,0
186,-67,65,-95,MCS7,56.9,0.897322,43.45,-68,65,-95,MCS7,54.1,0.87613,598.1,755.2577253219,895.62,35.3090245242,0,0
187,-67,65,-95,MCS7,57.2,0.898081,43.436667,-66,65,-95,MCS7,54.1,0.871963,522.38,759.0293873085,1013.62,47.3699588769,0,0
188,-68,65,-95,MCS7,56.9,0.898987,43.453333,-67,65,-95,MCS7,51.2,0.870354,471.1,1340.1775764706,8221.6,1662.2354823243,0.01,0
189,-87,6.5,-95,MCS0,5.6,0.899503,5.218,-86,13,-95,MCS1,7.1,0.673836,481.07,5278.4627562642,8667.77,2330.8128023053,0.43,1
190,-67,65,-95,MCS7,57.2,0.899102,42.48,-66,65,-95,MCS7,54.1,0.869966,678.37,752.8649726776,847.72,31.8943599837,0,0
191,-68,65,-95,MCS7,35,0.889315,43.67931,-67,65,-95,MCS7,54.1,0.880903,38.59,676.1185336049,858.46,194.0823777362,0.1,0
192,-68,65,-95,MCS7,56.1,0.894294,43.356667,-67,65,-95,MCS7,54.1,0.866429,638.51,757.9079084967,976.4,36.4604200177,0,0
193,-88,5.5,-95,5.5M,3.5,0.856867,39.275758,-88,11,-95,11.0M,3.6,0.550918,146.78,3663.127084399,13905.66,2766.617116099,0.72,1
194,-67,65,-95,MCS7,56.9,0.868756,-1,-67,65,-95,MCS7,54.3,0.868941,336.5,716.6598962656,841.46,84.1595704192,0,0
195,-68,65,-95,MCS7,56.6,0.897368,43.193333,-67,65,-95,MCS7,54.9,0.871212,681.98,761.1202922756,871.13,34.3992110763,0,0
196,-68,65,-95,MCS7,54.4,0.897831,43.143333,-66,65,-95,MCS7,54.9,0.871884,654.87,757.5945606695,852.63,34.7369054964,0,0
197,-67,65,-95,MCS7,57.2,0.897429,43.453333,-67,65,-95,MCS7,47.4,0.868667,620.74,754.3160731707,857.41,35.7692876838,0,0
198,-68,65,-95,MCS7,56.9,0.898415,43.41,-67,65,-95,MCS7,51.2,0.869174,660.5,756.082,847.39,32.8384557566,0,0
199,-88,5.5,-95,5.5M,1.8,0.74982,-1,-90,5.5,-95,5.5M,2.5,0.820312,208.23,7372.2440669857,30988.05,9115.2741552406,1.9,1
200,-68,65,-95,MCS7,56.9,0.737976,45.1,-66,65,-95,MCS7,49.2,0.865173,319.78,543.7510357143,803.03,94.2493395202,0,0
201,-67,65,-95,MCS7,53.4,0.882677,43.893103,-68,65,-95,MCS7,48.8,0.854502,1.63,656.3828444444,896.88,204.6266536368,0.06,0
202,-68,65,-95,MCS7,56.9,0.900631,43.463333,-68,65,-95,MCS7,54.9,0.863026,360.49,758.5988744589,1352.42,71.4132003909,0,0
203,-71,58.5,-95,MCS6,48.8,0.887247,38.736667,-67,65,-95,MCS7,45.7,0.848771,378.04,870.1197684211,1366.15,99.6670439759,0,1
204,-67,65,-95,MCS7,56.9,0.884175,42.99,-67,65,-95,MCS7,53.4,0.842839,632.32,758.6835820896,948.58,37.8965718412,0,0
205,-68,65,-95,MCS7,56.9,0.887586,43.37,-68,65,-95,MCS7,54.1,0.852755,662.8,752.6550528541,870.72,32.8491364094,0,0
206,-68,65,-95,MCS7,56.9,0.890267,43.41,-65,65,-95,MCS7,55.6,0.85864,666.54,757.3617409766,840.94,32.3153306736,0,0
207,-68,65,-95,MCS7,55.6,0.891806,43.22,-67,65,-95,MCS7,51.2,0.862522,662.3,756.2189777778,854.95,34.0927890756,0,0
208,-68,65,-95,MCS7,56.9,0.892586,43.593333,-69,65,-95,MCS7,55.6,0.858151,468.07,765.8745869565,1242.28,76.858258709,0,0
209,-70,58.5,-95,MCS6,44.5,0.882844,33.723333,-71,58.5,-95,MCS6,39,0.818349,438.07,993.644829932,1383.41,117.733094431,0,1
210,-68,65,-95,MCS7,56.9,0.893076,42.483333,-68,65,-95,MCS7,42.8,0.814653,659.01,752.4949035813,860.83,34.4168607244,0,0
211,-67,65,-95,MCS7,54.3,0.897995,43.937931,-67,65,-95,MCS7,52.3,0.873954,1.14,655.1305429864,878.17,213.9699993596,0.12,0
212,-67,65,-95,MCS7,56.9,0.899263,43.463333,-67,65,-95,MCS7,54.1,0.886016,671.07,754.3740513834,1075.89,34.4014235847,0,0
213,-74,52,-95,MCS5,39.2,0.823269,28.28,-72,52,-95,MCS5,32.6,0.729206,727.51,1170.5304967603,1588.96,119.0617817968,0,1
214,-68,65,-95,MCS7,57.2,0.825777,43.153333,-66,65,-95,MCS7,53.7,0.881019,671.21,755.1305030181,862.94,33.2279218655,0,0
215,-68,65,-95,MCS7,56.9,0.896171,43.386667,-68,65,-95,MCS7,49.8,0.728042,667.54,755.0060859189,874.65,32.6293232098,0,0
216,-67,65,-95,MCS7,56.9,0.89697,43.216667,-67,65,-95,MCS7,47.6,0.745362,671.93,757.9975983437,845.38,32.1705101582,0,0
217,-67,65,-95,MCS7,56.6,0.897151,43.55,-67,65,-95,MCS7,51.5,0.879419,619.75,758.8829534884,1104.25,45.1794544875,0,0
218,-67,65,-95,MCS7,57.2,0.897434,43.216667,-67,65,-95,MCS7,49.1,0.87918,671.07,828.3953828306,2130.51,226.8930462067,0,0
219,-76,39,-95,MCS4,32.3,0.897721,23.386667,-75,39,-95,MCS4,20.5,0.706049,705.54,1366.5082365145,1789.25,216.2635685571,0,1
220,-67,65,-95,MCS7,33.7,0.896092,42.67,-68,65,-95,MCS7,54.1,0.794563,663.65,757.1521179625,847.64,34.3938766928,0,0
221,-67,65,-95,MCS7,56.9,0.897573,43.934483,-67,65,-95,MCS7,54.1,0.855484,1.45,641.8644375,845.92,226.4875427252,0.09,0
222,-67,65,-95,MCS7,57.2,0.898226,43.256667,-67,65,-95,MCS7,50.5,0.873271,684.98,760.1155645161,854.78,32.6315526741,0,0
223,-78,39,-95,MCS4,22.4,0.660023,17.982,-78,39,-95,MCS4,24.5,0.67366,713.38,1910.1121290323,2576.86,256.2665125845,0,1
224,-67,65,-95,MCS7,22.4,0.893458,41.91,-68,65,-95,MCS7,27.4,0.677687,643.03,785.4287576375,2280.34,160.5466054061,0,0
225,-68,65,-95,MCS7,54.4,0.894001,43.476667,-67,65,-95,MCS7,54.1,0.870189,675.42,756.9305714286,872.98,33.8654498399,0,0
226,-68,65,-95,MCS7,55.2,0.895923,43.536667,-66,65,-95,MCS7,53.2,0.872358,664.88,753.3079454927,843.41,32.9745968607,0,0
227,-67,65,-95,MCS7,56.9,0.896865,43.34,-67,65,-95,MCS7,54.1,0.87409,657.89,757.0706903766,866.28,34.2152190278,0,0
228,-68,65,-95,MCS7,56.9,0.897268,43.28,-65,65,-95,MCS7,54.1,0.874784,652.93,849.8694050343,3589.96,421.9793652249,0,0
229,-82,19.5,-95,MCS2,16.7,0.875577,13.647333,-81,19.5,-95,MCS2,16.3,0.718761,686.53,2378.8864666667,3090.49,609.8150209959,0.01,1
230,-67,65,-95,MCS7,57.2,0.896493,42.02,-68,65,-95,MCS7,54.1,0.87382,454.15,754.3056712329,973.67,44.0384086956,0,0
231,-68,65,-95,MCS7,54.9,0.899807,43.782759,-67,65,-95,MCS7,48.9,0.830083,1.61,647.1885744681,869.66,228.9175385292,0.07,0
232,-67,65,-95,MCS7,56.9,0.89802,43.443333,-67,65,-95,MCS7,54.1,0.852701,628.6,753.9248344371,844.07,34.5862150541,0,0
233,-84,19.5,-95,MCS2,13.8,0.70655,10.591667,-85,19.5,-95,MCS2,11.4,0.697025,705.94,3006.5408541667,4398.52,729.7390407356,0.13,1
234,-67,65,-95,MCS7,56.9,0.71812,42.48,-66,65,-95,MCS7,52.7,0.864376,652.05,753.1945744681,857.97,32.2913003193,0,0
235,-68,65,-95,MCS7,56.9,0.897913,43.423333,-65,65,-95,MCS7,54.1,0.867806,678.28,759.0916293279,851.35,32.6828567673,0,0
236,-67,65,-95,MCS7,57.2,0.89848,43.5,-67,65,-95,MCS7,48.9,0.870057,643.13,754.7846993318,850.92,33.9055336682,0,0
237,-68,65,-95,MCS7,56.9,0.898912,43.356667,-65,65,-95,MCS7,54.9,0.87183,675.02,756.5294117647,863.07,34.0937293585,0,0
238,-68,65,-95,MCS7,56.9,0.898938,43.656667,-66,65,-95,MCS7,54.1,0.872883,667.4,843.9374874372,8857.06,809.5117739937,0.01,0
239,-87,6.5,-95,MCS1,5.6,0.61783,5.713793,-87,13,-95,MCS1,6.7,0.693472,691.26,5261.0649718574,10203.94,2209.6878960082,0.13,1
240,-67,65,-95,MCS7,57.2,0.606098,42.153667,-67,65,-95,MCS7,49.4,0.857348,660.33,757.9782507289,856.65,33.0612581333,0,0
241,-68,65,-95,MCS7,56.9,0.893703,43.610345,-67,65,-95,MCS7,48.9,0.868217,1.62,645.6389955357,989.54,223.7819754788,0.08,0
242,-68,65,-95,MCS7,57.2,0.894069,43.6,-68,65,-95,MCS7,54.9,0.869602,534.15,758.9946466809,916.8,39.712707264,0,0
243,-88,5.5,-95,5.5M,3.5,0.626543,3.948667,-89,6.5,-95,11.0M,3.6,0.543877,561.21,8453.6323908524,14608.49,4087.9558035534,0.25,1
244,-69,65,-95,MCS7,57.2,0.695463,42.623333,-68,65,-95,MCS7,53.1,0.864691,652.12,760.2145020747,885.61,34.7889790858,0,0
245,-69,65,-95,MCS7,57.2,0.897138,43.41,-67,65,-95,MCS7,49.1,0.867897,660.64,755.3063516484,855.31,33.6317461273,0,0
246,-67,65,-95,MCS7,56.9,0.897362,43.376667,-66,65,-95,MCS7,48.3,0.860608,665.27,759.5131590414,867.45,35.8825979549,0,0
247,-68,65,-95,MCS7,57.2,0.897865,43.376667,-67,65,-95,MCS7,51.5,0.86894,608.66,754.9556756757,840.03,34.145115521,0,0
248,-68,65,-95,MCS7,54.3,0.897878,-1,-65,65,-95,MCS7,48.3,0.870581,676.78,810.3519647355,10770.52,707.2759819259,0.01,0
249,-90,5.5,-95,5.5M,2.5,0.702303,-1,-89,5.5,-95,5.5M,2.4,0.791524,219.5,9447.7035145631,27235.86,8386.2272636543,1.28,1
250,-67,65,-95,MCS7,56.9,0.897979,43.230612,-67,65,-95,MCS7,54.1,0.866655,409.03,727.1839857651,1071.25,82.4266463786,0,0
251,-67,65,-95,MCS7,56.9,0.899049,43.817241,-67,65,-95,MCS7,50.5,0.83747,1.57,656.1900823045,847.63,219.2311601311,0.12,0
252,-68,65,-95,MCS7,56.9,0.897799,43.296667,-68,65,-95,MCS7,54.1,0.874728,686.03,756.4922834646,852.07,32.2794103811,0,0
253,-67,65,-95,MCS7,56.6,0.898497,43.06,-65,65,-95,MCS7,54.9,0.879888,263.66,443.3356884876,749,64.2852590601,0.01,2
254,-67,65,-95,MCS7,56.9,0.897817,43.15,-65,65,-95,MCS7,54.1,0.880844,429.5,739.8773930754,839.23,66.2406047054,0,0
255,-67,65,-95,MCS7,56.9,0.897296,43.253333,-66,65,-95,MCS7,54.1,0.881103,669.32,759.0432043011,840.96,33.5630642137,0,0
256,-68,65,-95,MCS7,57.2,0.897312,43.3,-65,65,-95,MCS7,54.1,0.88104,673.78,754.9780717489,859.03,32.5280426634,0,0
257,-67,65,-95,MCS7,57.2,0.897105,43.486667,-67,65,-95,MCS7,54.1,0.880739,670.7,757.4191144708,882.35,34.5624641818,0,0
258,-68,65,-95,MCS7,56.9,0.897591,43.496667,-67,65,-95,MCS7,54.1,0.880764,213.89,730.9727489177,861.71,93.8785977943,0.05,0
259,-68,65,-95,MCS7,56.4,0.897995,43.043333,-66,65,-95,MCS7,48.3,0.880624,272.28,415.3847575058,535.87,54.3183295209,0.01,2
260,-67,65,-95,MCS7,55.8,0.897852,43.076667,-67,65,-95,MCS7,51.8,0.879752,330.05,707.8898167539,855.21,130.3524003587,0,0
261,-66,65,-95,MCS7,53.2,0.864264,43.786207,-67,65,-95,MCS7,52.9,0.825961,1.49,670.5974031891,853.13,195.6007491952,0.03,0
262,-67,65,-95,MCS7,56.9,0.89822,43.486667,-66,65,-95,MCS7,53.2,0.852523,655.59,752.2681181619,876.88,34.4120231578,0,0
263,-68,65,-95,MCS7,56.9,0.899656,43.073333,-67,65,-95,MCS7,54.1,0.859496,202.85,412.9548373102,791.28,91.1682247861,0.03,2
264,-67,65,-95,MCS7,53.7,0.899512,43.336667,-66,65,-95,MCS7,54.1,0.868302,402.35,734.8956981982,858.11,77.5954354137,0,0
265,-68,65,-95,MCS7,54.9,0.899202,43.386667,-67,65,-95,MCS7,49.2,0.872176,673.31,758.560043573,873,33.2794526753,0,0
266,-68,65,-95,MCS7,56.9,0.899382,43.29,-68,65,-95,MCS7,52.9,0.873901,673.94,757.3643404255,874.12,34.0674774137,0,0
267,-68,65,-95,MCS7,56.9,0.898595,43.233333,-68,65,-95,MCS7,51.1,0.874481,663.53,755.8313419913,854.46,34.0805727171,0,0
268,-67,65,-95,MCS7,56.9,0.898477,43.293333,-67,65,-95,MCS7,54.1,0.875361,200.16,736.8529313929,855.17,92.7357432875,0.04,0
269,-67,65,-95,MCS7,53.4,0.898175,43.066667,-65,65,-95,MCS7,51.1,0.875397,229.94,332.299258427,441.66,37.9928486605,0.01,2
270,-67,65,-95,MCS7,55,0.898233,43.11,-66,65,-95,MCS7,50.8,0.876191,396.6,716.6332216495,845.63,89.3310371664,0,0
271,-67,65,-95,MCS7,56.9,0.902586,44.006897,-67,65,-95,MCS7,54.1,0.892868,1.56,652.0774291939,851.53,220.4291526679,0.12,0
272,-68,65,-95,MCS7,55.5,0.90127,43.183333,-67,65,-95,MCS7,54.1,0.869896,451,761.6831659389,983.49,43.9032019082,0,0
273,-67,65,-95,MCS7,56.9,0.900967,43.203333,-67,65,-95,MCS7,51.8,0.872321,177.53,279.716029106,740.03,47.177465764,0.04,2
274,-67,65,-95,MCS7,57.2,0.900784,43.313333,-67,65,-95,MCS7,54.1,0.879753,268.01,663.4891232227,841.2,170.5596229032,0,0
275,-67,65,-95,MCS7,56.9,0.900476,43.2,-67,65,-95,MCS7,54.1,0.880001,676.91,761.3726122449,858.97,32.0348596559,0,0
276,-67,65,-95,MCS7,56.9,0.899795,43.13,-68,65,-95,MCS7,54.1,0.880467,671.85,756.6750854701,870.38,33.8249630513,0,0
277,-68,65,-95,MCS7,56.9,0.899428,43.386667,-65,65,-95,MCS7,52.6,0.880551,678.98,758.1074252874,865.73,32.8109581119,0,0
278,-67,65,-95,MCS7,56.9,0.899647,43.216667,-65,65,-95,MCS7,54.1,0.880243,226.87,723.1615502183,834.99,128.4581037778,0.05,0
279,-69,65,-95,MCS7,56.9,0.899597,43.166667,-66,65,-95,MCS7,54.1,0.880175,203.73,285.506875,359.34,24.6887036698,0.01,2
280,-67,65,-95,MCS7,57.2,0.899102,42.843333,-68,65,-95,MCS7,54.9,0.88007,291.93,696.0482432432,858.07,146.597573124,0,0
281,-67,65,-95,MCS7,56.9,0.899074,43.837931,-66,65,-95,MCS7,52.9,0.873829,1.28,661.4168852459,849.58,216.4431644397,0.08,0
282,-67,65,-95,MCS7,56.9,0.898131,43.43,-67,65,-95,MCS7,54.1,0.877866,676.14,754.7700840336,834.32,31.3717827905,0,0
283,-68,65,-95,MCS7,51.4,0.899959,38.653333,-68,65,-95,MCS7,44.4,0.881619,1.55,63.8749777778,751.79,81.3978505975,0.03,2
284,-68,65,-95,MCS7,56.9,0.899966,43.03,-67,65,-95,MCS7,52.9,0.882682,290.46,746.0932346241,848.91,56.0202896128,0,0
285,-67,65,-95,MCS7,56.9,0.900075,43.266667,-66,65,-95,MCS7,54.1,0.882057,662.42,757.2941371681,888.71,35.6375500969,0,0
286,-68,65,-95,MCS7,56.9,0.899264,43.32,-66,65,-95,MCS7,54.1,0.881717,674.93,753.3853684211,840.45,33.0827643156,0,0
287,-67,65,-95,MCS7,53.5,0.899174,43.28,-67,65,-95,MCS7,54.1,0.881203,668.16,756.9566883117,853.12,32.9954705219,0,0
288,-68,65,-95,MCS7,56.9,0.899319,43.273333,-66,65,-95,MCS7,54.1,0.88098,51.43,699.7368487395,869.29,194.6430952117,0.03,0
289,-67,65,-95,MCS7,35,0.899279,29.506667,-68,65,-95,MCS7,35,0.881017,1.33,100.3319213974,714.13,152.7279890295,0,2
290,-67,65,-95,MCS7,56.9,0.901288,42.723333,-67,65,-95,MCS7,54.9,0.881893,665.72,752.9165885417,841.04,33.6964504201,0,0
291,-67,65,-95,MCS7,56.9,0.864634,43.710345,-66,65,-95,MCS7,54.1,0.831099,1.59,666.3745011086,865.59,214.468930318,0.05,0
292,-67,65,-95,MCS7,56.9,0.897017,43.266667,-67,65,-95,MCS7,51.1,0.867088,658.21,757.5750542299,872.05,33.9703706461,0,0
293,-67,65,-95,MCS7,35,0.897873,21.14,-67,65,-95,MCS7,35,0.876161,1.53,96.2233406593,786.76,106.0004714101,0,2
294,-68,65,-95,MCS7,56.9,0.909866,41.796667,-68,65,-95,MCS7,54.1,0.890448,170.21,736.238495935,855.75,80.1482433086,0,0
295,-67,65,-95,MCS7,56.9,0.907094,43.183333,-67,65,-95,MCS7,51.2,0.888391,680.26,758.9107692308,844.4,32.3991128565,0,0
296,-67,65,-95,MCS7,57.2,0.905919,43.526667,-67,65,-95,MCS7,54.9,0.887901,658.34,750.8461073826,851.41,33.6544583318,0,0
297,-68,65,-95,MCS7,56.9,0.904974,43.243333,-65,65,-95,MCS7,54.1,0.88691,675.69,757.787881549,843.09,31.9003076202,0,0
298,-67,65,-95,MCS7,57.2,0.904008,43.203333,-66,65,-95,MCS7,52,0.885825,150.42,696.6222199593,851.31,182.9289863488,0,0
299,-67,65,-95,MCS7,35,0.90383,12.145,-67,65,-95,MCS7,35,0.886219,1.58,201.325426009,832.17,159.6859380486,0,2
300,-68,65,-95,MCS7,57.2,0.905686,41.056333,-66,65,-95,MCS7,54.1,0.888144,686.99,755.3773047859,860.03,32.3044284857,0,0
301,-69,65,-95,MCS7,56.3,0.89695,43.910345,-67,65,-95,MCS7,54.9,0.879715,20.38,662.4282315789,856.76,204.1551612337,0.09,0
302,-67,65,-95,MCS7,56.9,0.89689,43.46,-65,65,-95,MCS7,49.5,0.882977,644.43,757.4470526316,877.51,35.6001308299,0,0
303,-68,65,-95,MCS7,56.9,0.89877,43.136667,-66,65,-95,MCS7,54.1,0.884683,238.88,461.5329662921,809.88,70.0145219525,0.03,2
304,-68,65,-95,MCS7,56.9,0.898498,43.28,-66,65,-95,MCS7,49.7,0.885225,364.35,711.364183908,839.19,89.4252888348,0,0
305,-67,65,-95,MCS7,57.2,0.898856,43.476667,-67,65,-95,MCS7,50.9,0.885436,679.24,755.1956932773,840.55,31.3808302719,0,0
306,-67,65,-95,MCS7,56.9,0.899359,43.386667,-66,65,-95,MCS7,54.1,0.884032,658.6,756.2291759465,848.19,33.7213845759,0,0
307,-67,65,-95,MCS7,57.2,0.899218,43.46,-67,65,-95,MCS7,54.1,0.883266,669.28,758.9126260504,850.58,33.1367972434,0,0
308,-66,65,-95,MCS7,56.9,0.899283,43.423333,-65,65,-95,MCS7,54.1,0.883398,361.29,733.8303648069,871.67,84.8918234338,0.03,0
309,-67,65,-95,MCS7,56.9,0.899362,43.13,-67,65,-95,MCS7,54.1,0.883671,262.56,411.6836161616,539.6,48.4291288802,0.02,2
310,-69,65,-95,MCS7,55,0.898913,43.123333,-67,65,-95,MCS7,48.3,0.882964,458.87,746.1119700748,857.13,66.5972795934,0,0
311,-67,65,-95,MCS7,56.9,0.897526,43.803448,-68,65,-95,MCS7,52.9,0.831324,1.48,646.0814945055,878.91,231.2174365929,0.08,0
312,-69,65,-95,MCS7,50.5,0.895307,43.166667,-67,65,-95,MCS7,54.1,0.864413,668.64,759.8615505618,858.36,35.6063115359,0,0
313,-67,65,-95,MCS7,54.4,0.896384,42.94,-67,65,-95,MCS7,52.7,0.87468,298.44,419.3781380753,571.92,46.9228755812,0.02,2
314,-67,65,-95,MCS7,57.2,0.89633,43.11,-67,65,-95,MCS7,54.1,0.877265,368.56,688.5044558522,861.46,130.961506651,0,0
315,-68,65,-95,MCS7,56.6,0.895985,43.25,-68,65,-95,MCS7,54.1,0.877573,679.54,756.98234714,882.03,31.8759354338,0,0
316,-68,65,-95,MCS7,56.9,0.896296,43.48,-68,65,-95,MCS7,54.1,0.878382,672.63,755.1806557377,906.51,33.4324201761,0,0
317,-67,65,-95,MCS7,56.9,0.896997,43.21,-65,65,-95,MCS7,54.1,0.878408,636.91,762.4684598214,853.86,33.6227510877,0,0
318,-67,65,-95,MCS7,56.6,0.89637,43.076667,-68,65,-95,MCS7,52.7,0.87834,247.07,714.281622807,863.41,139.1497042488,0.05,0
319,-69,65,-95,MCS7,56.9,0.896273,43.1,-66,65,-95,MCS7,54.1,0.878615,259.49,355.6456363636,537.62,40.9835293752,0.01,2
320,-68,65,-95,MCS7,56.9,0.896485,43.4,-67,65,-95,MCS7,54.1,0.87852,545.14,748.0557300275,921.81,43.2594959171,0,0
321,-68,65,-95,MCS7,54.7,0.890904,43.906897,-67,65,-95,MCS7,54.9,0.819813,1.56,637.3460171306,866.35,233.8763306651,0.12,0
322,-68,65,-95,MCS7,57.2,0.895988,43.5,-65,65,-95,MCS7,53.4,0.874949,667.13,754.4696936543,853.81,34.4359993546,0,0
323,-69,65,-95,MCS7,56.9,0.898382,43.263333,-67,65,-95,MCS7,54.1,0.877586,151.66,290.9142731278,761.1,61.2484234214,0.04,2
324,-67,65,-95,MCS7,56.9,0.898542,43.27,-68,65,-95,MCS7,54.1,0.878925,199.41,652.2493181818,844.78,197.7311942259,0,0
325,-67,65,-95,MCS7,56.9,0.8989,43.413333,-68,65,-95,MCS7,54.1,0.880087,660.88,756.3415835141,993.67,35.2813148775,0,0
326,-68,65,-95,MCS7,56.9,0.89891,43.353333,-68,65,-95,MCS7,48.9,0.87986,666.35,758.4018580376,853.5,32.1555589874,0,0
327,-67,65,-95,MCS7,56.9,0.898609,43.46,-68,65,-95,MCS7,49.4,0.879668,672.9,757.3319612069,852.47,33.4764744246,0,0
328,-68,65,-95,MCS7,56.9,0.898926,43.556667,-68,65,-95,MCS7,54.1,0.880639,96.59,711.5559751037,842.71,148.2353603611,0.07,0
329,-67,65,-95,MCS7,56.9,0.899246,43.296667,-67,65,-95,MCS7,54.1,0.880951,111.04,267.3033695652,368.05,35.2862861857,0,2
330,-67,65,-95,MCS7,56.9,0.899127,43.28,-66,65,-95,MCS7,54.1,0.881326,252.59,688.6788743456,857.54,155.4032777254,0,0
331,-67,65,-95,MCS7,56.6,0.896284,44.089655,-67,65,-95,MCS7,51.5,0.854809,18.3,652.4756521739,850.16,203.6750132686,0.09,0
