Test ID,AP_RSSI,AP_Tx Rate,AP_Noise,AP_MCS,AP_Throughput,AP_FDR,Client_RSSI,Client_Tx Rate,Client_Noise,Client_MCS,Client_Throughput,Client_FDR,GoPing_Min,GoPing_Avg,GoPing_Max,GoPing_Std. Dev,GoPing_Loss,Label
1,-67,65,-95,MCS7,56.9,0.899049,-67,65,-95,MCS7,50.5,0.83747,1.57,656.1900823045,847.63,219.2311601311,0.12,0
2,-68,65,-95,MCS7,56.9,0.897799,-68,65,-95,MCS7,54.1,0.874728,686.03,756.4922834646,852.07,32.2794103811,0,0
3,-67,65,-95,MCS7,56.6,0.898497,-65,65,-95,MCS7,54.9,0.879888,263.66,443.3356884876,749,64.2852590601,0.01,1
4,-67,65,-95,MCS7,56.9,0.897817,-65,65,-95,MCS7,54.1,0.880844,429.5,739.8773930754,839.23,66.2406047054,0,0
5,-67,65,-95,MCS7,56.9,0.897296,-66,65,-95,MCS7,54.1,0.881103,669.32,759.0432043011,840.96,33.5630642137,0,0
6,-68,65,-95,MCS7,57.2,0.897312,-65,65,-95,MCS7,54.1,0.88104,673.78,754.9780717489,859.03,32.5280426634,0,0
7,-67,65,-95,MCS7,57.2,0.897105,-67,65,-95,MCS7,54.1,0.880739,670.7,757.4191144708,882.35,34.5624641818,0,0
8,-68,65,-95,MCS7,56.9,0.897591,-67,65,-95,MCS7,54.1,0.880764,213.89,730.9727489177,861.71,93.8785977943,0.05,0
9,-68,65,-95,MCS7,56.4,0.897995,-66,65,-95,MCS7,48.3,0.880624,272.28,415.3847575058,535.87,54.3183295209,0.01,1
10,-67,65,-95,MCS7,55.8,0.897852,-67,65,-95,MCS7,51.8,0.879752,330.05,707.8898167539,855.21,130.3524003587,0,0
11,-66,65,-95,MCS7,53.2,0.864264,-67,65,-95,MCS7,52.9,0.825961,1.49,670.5974031891,853.13,195.6007491952,0.03,0
12,-67,65,-95,MCS7,56.9,0.89822,-66,65,-95,MCS7,53.2,0.852523,655.59,752.2681181619,876.88,34.4120231578,0,0
13,-68,65,-95,MCS7,56.9,0.899656,-67,65,-95,MCS7,54.1,0.859496,202.85,412.9548373102,791.28,91.1682247861,0.03,1
14,-67,65,-95,MCS7,53.7,0.899512,-66,65,-95,MCS7,54.1,0.868302,402.35,734.8956981982,858.11,77.5954354137,0,0
15,-68,65,-95,MCS7,54.9,0.899202,-67,65,-95,MCS7,49.2,0.872176,673.31,758.560043573,873,33.2794526753,0,0
16,-68,65,-95,MCS7,56.9,0.899382,-68,65,-95,MCS7,52.9,0.873901,673.94,757.3643404255,874.12,34.0674774137,0,0
17,-68,65,-95,MCS7,56.9,0.898595,-68,65,-95,MCS7,51.1,0.874481,663.53,755.8313419913,854.46,34.0805727171,0,0
18,-67,65,-95,MCS7,56.9,0.898477,-67,65,-95,MCS7,54.1,0.875361,200.16,736.8529313929,855.17,92.7357432875,0.04,0
19,-67,65,-95,MCS7,53.4,0.898175,-65,65,-95,MCS7,51.1,0.875397,229.94,332.299258427,441.66,37.9928486605,0.01,1
20,-67,65,-95,MCS7,55,0.898233,-66,65,-95,MCS7,50.8,0.876191,396.6,716.6332216495,845.63,89.3310371664,0,0
21,-67,65,-95,MCS7,56.9,0.902586,-67,65,-95,MCS7,54.1,0.892868,1.56,652.0774291939,851.53,220.4291526679,0.12,0
22,-68,65,-95,MCS7,55.5,0.90127,-67,65,-95,MCS7,54.1,0.869896,451,761.6831659389,983.49,43.9032019082,0,0
23,-67,65,-95,MCS7,56.9,0.900967,-67,65,-95,MCS7,51.8,0.872321,177.53,279.716029106,740.03,47.177465764,0.04,1
24,-67,65,-95,MCS7,57.2,0.900784,-67,65,-95,MCS7,54.1,0.879753,268.01,663.4891232227,841.2,170.5596229032,0,0
25,-67,65,-95,MCS7,56.9,0.900476,-67,65,-95,MCS7,54.1,0.880001,676.91,761.3726122449,858.97,32.0348596559,0,0
26,-67,65,-95,MCS7,56.9,0.899795,-68,65,-95,MCS7,54.1,0.880467,671.85,756.6750854701,870.38,33.8249630513,0,0
27,-68,65,-95,MCS7,56.9,0.899428,-65,65,-95,MCS7,52.6,0.880551,678.98,758.1074252874,865.73,32.8109581119,0,0
28,-67,65,-95,MCS7,56.9,0.899647,-65,65,-95,MCS7,54.1,0.880243,226.87,723.1615502183,834.99,128.4581037778,0.05,0
29,-69,65,-95,MCS7,56.9,0.899597,-66,65,-95,MCS7,54.1,0.880175,203.73,285.506875,359.34,24.6887036698,0.01,1
30,-67,65,-95,MCS7,57.2,0.899102,-68,65,-95,MCS7,54.9,0.88007,291.93,696.0482432432,858.07,146.597573124,0,0
31,-67,65,-95,MCS7,56.9,0.899074,-66,65,-95,MCS7,52.9,0.873829,1.28,661.4168852459,849.58,216.4431644397,0.08,0
32,-67,65,-95,MCS7,56.9,0.898131,-67,65,-95,MCS7,54.1,0.877866,676.14,754.7700840336,834.32,31.3717827905,0,0
33,-68,65,-95,MCS7,51.4,0.899959,-68,65,-95,MCS7,44.4,0.881619,1.55,63.8749777778,751.79,81.3978505975,0.03,1
34,-68,65,-95,MCS7,56.9,0.899966,-67,65,-95,MCS7,52.9,0.882682,290.46,746.0932346241,848.91,56.0202896128,0,0
35,-67,65,-95,MCS7,56.9,0.900075,-66,65,-95,MCS7,54.1,0.882057,662.42,757.2941371681,888.71,35.6375500969,0,0
36,-68,65,-95,MCS7,56.9,0.899264,-66,65,-95,MCS7,54.1,0.881717,674.93,753.3853684211,840.45,33.0827643156,0,0
37,-67,65,-95,MCS7,53.5,0.899174,-67,65,-95,MCS7,54.1,0.881203,668.16,756.9566883117,853.12,32.9954705219,0,0
38,-68,65,-95,MCS7,56.9,0.899319,-66,65,-95,MCS7,54.1,0.88098,51.43,699.7368487395,869.29,194.6430952117,0.03,0
39,-67,65,-95,MCS7,35,0.899279,-68,65,-95,MCS7,35,0.881017,1.33,100.3319213974,714.13,152.7279890295,0,1
40,-67,65,-95,MCS7,56.9,0.901288,-67,65,-95,MCS7,54.9,0.881893,665.72,752.9165885417,841.04,33.6964504201,0,0
41,-67,65,-95,MCS7,56.9,0.864634,-66,65,-95,MCS7,54.1,0.831099,1.59,666.3745011086,865.59,214.468930318,0.05,0
42,-67,65,-95,MCS7,56.9,0.897017,-67,65,-95,MCS7,51.1,0.867088,658.21,757.5750542299,872.05,33.9703706461,0,0
43,-67,65,-95,MCS7,35,0.897873,-67,65,-95,MCS7,35,0.876161,1.53,96.2233406593,786.76,106.0004714101,0,1
44,-68,65,-95,MCS7,56.9,0.909866,-68,65,-95,MCS7,54.1,0.890448,170.21,736.238495935,855.75,80.1482433086,0,0
45,-67,65,-95,MCS7,56.9,0.907094,-67,65,-95,MCS7,51.2,0.888391,680.26,758.9107692308,844.4,32.3991128565,0,0
46,-67,65,-95,MCS7,57.2,0.905919,-67,65,-95,MCS7,54.9,0.887901,658.34,750.8461073826,851.41,33.6544583318,0,0
47,-68,65,-95,MCS7,56.9,0.904974,-65,65,-95,MCS7,54.1,0.88691,675.69,757.787881549,843.09,31.9003076202,0,0
48,-67,65,-95,MCS7,57.2,0.904008,-66,65,-95,MCS7,52,0.885825,150.42,696.6222199593,851.31,182.9289863488,0,0
49,-67,65,-95,MCS7,35,0.90383,-67,65,-95,MCS7,35,0.886219,1.58,201.325426009,832.17,159.6859380486,0,1
50,-68,65,-95,MCS7,57.2,0.905686,-66,65,-95,MCS7,54.1,0.888144,686.99,755.3773047859,860.03,32.3044284857,0,0
51,-69,65,-95,MCS7,56.3,0.89695,-67,65,-95,MCS7,54.9,0.879715,20.38,662.4282315789,856.76,204.1551612337,0.09,0
52,-67,65,-95,MCS7,56.9,0.89689,-65,65,-95,MCS7,49.5,0.882977,644.43,757.4470526316,877.51,35.6001308299,0,0
53,-68,65,-95,MCS7,56.9,0.89877,-66,65,-95,MCS7,54.1,0.884683,238.88,461.5329662921,809.88,70.0145219525,0.03,1
54,-68,65,-95,MCS7,56.9,0.898498,-66,65,-95,MCS7,49.7,0.885225,364.35,711.364183908,839.19,89.4252888348,0,0
55,-67,65,-95,MCS7,57.2,0.898856,-67,65,-95,MCS7,50.9,0.885436,679.24,755.1956932773,840.55,31.3808302719,0,0
56,-67,65,-95,MCS7,56.9,0.899359,-66,65,-95,MCS7,54.1,0.884032,658.6,756.2291759465,848.19,33.7213845759,0,0
57,-67,65,-95,MCS7,57.2,0.899218,-67,65,-95,MCS7,54.1,0.883266,669.28,758.9126260504,850.58,33.1367972434,0,0
58,-66,65,-95,MCS7,56.9,0.899283,-65,65,-95,MCS7,54.1,0.883398,361.29,733.8303648069,871.67,84.8918234338,0.03,0
59,-67,65,-95,MCS7,56.9,0.899362,-67,65,-95,MCS7,54.1,0.883671,262.56,411.6836161616,539.6,48.4291288802,0.02,1
60,-69,65,-95,MCS7,55,0.898913,-67,65,-95,MCS7,48.3,0.882964,458.87,746.1119700748,857.13,66.5972795934,0,0
61,-67,65,-95,MCS7,56.9,0.897526,-68,65,-95,MCS7,52.9,0.831324,1.48,646.0814945055,878.91,231.2174365929,0.08,0
62,-69,65,-95,MCS7,50.5,0.895307,-67,65,-95,MCS7,54.1,0.864413,668.64,759.8615505618,858.36,35.6063115359,0,0
63,-67,65,-95,MCS7,54.4,0.896384,-67,65,-95,MCS7,52.7,0.87468,298.44,419.3781380753,571.92,46.9228755812,0.02,1
64,-67,65,-95,MCS7,57.2,0.89633,-67,65,-95,MCS7,54.1,0.877265,368.56,688.5044558522,861.46,130.961506651,0,0
65,-68,65,-95,MCS7,56.6,0.895985,-68,65,-95,MCS7,54.1,0.877573,679.54,756.98234714,882.03,31.8759354338,0,0
66,-68,65,-95,MCS7,56.9,0.896296,-68,65,-95,MCS7,54.1,0.878382,672.63,755.1806557377,906.51,33.4324201761,0,0
67,-67,65,-95,MCS7,56.9,0.896997,-65,65,-95,MCS7,54.1,0.878408,636.91,762.4684598214,853.86,33.6227510877,0,0
68,-67,65,-95,MCS7,56.6,0.89637,-68,65,-95,MCS7,52.7,0.87834,247.07,714.281622807,863.41,139.1497042488,0.05,0
69,-69,65,-95,MCS7,56.9,0.896273,-66,65,-95,MCS7,54.1,0.878615,259.49,355.6456363636,537.62,40.9835293752,0.01,1
70,-68,65,-95,MCS7,56.9,0.896485,-67,65,-95,MCS7,54.1,0.87852,545.14,748.0557300275,921.81,43.2594959171,0,0
71,-68,65,-95,MCS7,54.7,0.890904,-67,65,-95,MCS7,54.9,0.819813,1.56,637.3460171306,866.35,233.8763306651,0.12,0
72,-68,65,-95,MCS7,57.2,0.895988,-65,65,-95,MCS7,53.4,0.874949,667.13,754.4696936543,853.81,34.4359993546,0,0
73,-69,65,-95,MCS7,56.9,0.898382,-67,65,-95,MCS7,54.1,0.877586,151.66,290.9142731278,761.1,61.2484234214,0.04,1
74,-67,65,-95,MCS7,56.9,0.898542,-68,65,-95,MCS7,54.1,0.878925,199.41,652.2493181818,844.78,197.7311942259,0,0
75,-67,65,-95,MCS7,56.9,0.8989,-68,65,-95,MCS7,54.1,0.880087,660.88,756.3415835141,993.67,35.2813148775,0,0
76,-68,65,-95,MCS7,56.9,0.89891,-68,65,-95,MCS7,48.9,0.87986,666.35,758.4018580376,853.5,32.1555589874,0,0
77,-67,65,-95,MCS7,56.9,0.898609,-68,65,-95,MCS7,49.4,0.879668,672.9,757.3319612069,852.47,33.4764744246,0,0
78,-68,65,-95,MCS7,56.9,0.898926,-68,65,-95,MCS7,54.1,0.880639,96.59,711.5559751037,842.71,148.2353603611,0.07,0
79,-67,65,-95,MCS7,56.9,0.899246,-67,65,-95,MCS7,54.1,0.880951,111.04,267.3033695652,368.05,35.2862861857,0,1
80,-67,65,-95,MCS7,56.9,0.899127,-66,65,-95,MCS7,54.1,0.881326,252.59,688.6788743456,857.54,155.4032777254,0,0
81,-67,65,-95,MCS7,56.6,0.896284,-67,65,-95,MCS7,51.5,0.854809,18.3,652.4756521739,850.16,203.6750132686,0.09,0
82,-68,65,-95,MCS7,56.9,0.901857,-66,65,-95,MCS7,50.9,0.877906,659.93,753.4745353982,874.89,34.7426551289,0,0
83,-67,65,-95,MCS7,52.9,0.900911,-67,65,-95,MCS7,44.4,0.877712,1.5,59.8394642857,493.84,52.0286255274,0,1
84,-68,65,-95,MCS7,56.9,0.901038,-67,65,-95,MCS7,51.7,0.880885,507.5,739.8535745614,870.42,49.4872820113,0,0
85,-69,65,-95,MCS7,54,0.900669,-65,65,-95,MCS7,54.1,0.880898,671.93,756.7753982301,866.66,34.5195800545,0,0
86,-68,65,-95,MCS7,56.9,0.900003,-68,65,-95,MCS7,48.9,0.880123,663.12,756.1513608247,844.83,33.758678081,0,0
87,-67,65,-95,MCS7,55.9,0.89971,-67,65,-95,MCS7,50.9,0.880129,673.89,754.253697479,838.97,33.0002758994,0,0
88,-68,65,-95,MCS7,56.7,0.899772,-66,65,-95,MCS7,55.6,0.880289,52.11,689.1383488372,843.68,198.420697109,0.02,0
89,-68,65,-95,MCS7,35,0.900301,-67,65,-95,MCS7,35,0.880346,1.44,125.5066028708,784.04,197.2555363956,0,1
90,-66,65,-95,MCS7,56.9,0.90174,-66,65,-95,MCS7,50.9,0.881054,672.55,755.8376781003,840.87,32.8614139862,0,0
91,-67,65,-95,MCS7,56.9,0.897196,-67,65,-95,MCS7,50.9,0.882718,1.63,678.3185350318,851.75,185.0849024085,0.03,0
92,-68,65,-95,MCS7,57.2,0.89952,-67,65,-95,MCS7,54.9,0.866588,429.68,756.8649358974,1035.11,51.1258424522,0,0
93,-67,65,-95,MCS7,35,0.901475,-67,65,-95,MCS7,35,0.870604,1.54,86.8218930958,755.89,71.4312909183,0,1
94,-67,65,-95,MCS7,56.9,0.911389,-66,65,-95,MCS7,50.9,0.886903,292.29,742.0543418468,858.16,57.1517490086,0,0
95,-67,65,-95,MCS7,56.9,0.908574,-66,65,-95,MCS7,54.1,0.886204,666.65,752.3853473684,848.05,34.5282938386,0,0
96,-67,65,-95,MCS7,56.9,0.907258,-67,65,-95,MCS7,54.1,0.885936,666.98,751.8705217391,834.66,31.4079990806,0,0
97,-69,65,-95,MCS7,56.9,0.906472,-65,65,-95,MCS7,52.6,0.885875,678.81,754.0179333333,856.26,31.5757272381,0,0
98,-68,65,-95,MCS7,56.9,0.905683,-67,65,-95,MCS7,48,0.8849,150.49,700.6759465021,849.86,176.7787785194,0,0
99,-67,65,-95,MCS7,35,0.905416,-67,65,-95,MCS7,35,0.884736,1.35,189.4348033126,844.72,144.7422292064,0.01,1
100,-66,65,-95,MCS7,35,0.906852,-67,65,-95,MCS7,52.6,0.887123,550.61,752.0451231527,843.52,34.7220257371,0,0
101,-66,65,-95,MCS7,57.2,0.882077,-67,65,-95,MCS7,54.1,0.851979,1.4,645.4405769231,848.09,225.7902637109,0.12,0
102,-67,65,-95,MCS7,54.7,0.896738,-67,65,-95,MCS7,54.3,0.869139,656.83,756.5875890985,837.83,32.2352008892,0,0
103,-67,65,-95,MCS7,56.9,0.896792,-67,65,-95,MCS7,54.1,0.874386,158.91,447.1184468085,695.12,55.2582663878,0.05,1
104,-67,65,-95,MCS7,54.6,0.897271,-65,65,-95,MCS7,52,0.879975,357.55,692.7938053097,886.62,129.5628468119,0,0
105,-68,65,-95,MCS7,54.1,0.897969,-67,65,-95,MCS7,49.4,0.881,663.23,758.1652978723,845.59,34.6367459932,0,0
106,-68,65,-95,MCS7,56.9,0.897859,-67,65,-95,MCS7,54.1,0.88124,674.1,756.9204100228,864.84,33.1988949142,0,0
107,-67,65,-95,MCS7,56.9,0.897928,-66,65,-95,MCS7,54.1,0.881063,647.92,753.0853448276,837.42,31.2097654487,0,0
108,-67,65,-95,MCS7,56.9,0.898481,-65,65,-95,MCS7,54.1,0.88145,279.64,730.6753894737,852.27,87.2738472553,0.02,0
109,-68,65,-95,MCS7,57.2,0.898482,-67,65,-95,MCS7,52.9,0.882491,266.41,466.5940091116,673.77,54.6760764136,0.01,1
110,-67,65,-95,MCS7,56.9,0.898343,-68,65,-95,MCS7,54.1,0.882145,642.23,758.9910054348,872.32,35.2523043777,0,0
111,-67,65,-95,MCS7,57.2,0.889052,-67,65,-95,MCS7,54.9,0.873069,1.55,657.1389342404,836.32,204.8884522653,0.09,0
112,-69,65,-95,MCS7,54.1,0.893702,-66,65,-95,MCS7,54.1,0.880317,445.76,749.774612069,854.43,50.1121701426,0,0
113,-67,65,-95,MCS7,56.9,0.895839,-67,65,-95,MCS7,51.5,0.883178,273.1,415.2000429185,544.28,55.3165252843,0.01,1
114,-68,65,-95,MCS7,57.2,0.896259,-67,65,-95,MCS7,50.8,0.88133,357.25,704.6320886076,851.86,122.2265067797,0,0
115,-67,65,-95,MCS7,56.9,0.896226,-66,65,-95,MCS7,54.1,0.881147,651.18,757.3642982456,872.33,34.6078450433,0,0
116,-67,65,-95,MCS7,56.9,0.896985,-67,65,-95,MCS7,54.1,0.882033,668.76,754.332244898,882.95,31.874345891,0,0
117,-67,65,-95,MCS7,57.2,0.897669,-67,65,-95,MCS7,52.9,0.882164,665.52,755.8325211864,828.31,32.9456527153,0,0
118,-68,65,-95,MCS7,53.8,0.897978,-67,65,-95,MCS7,51.5,0.882044,233.51,705.9106136364,836.77,142.2188231687,0.06,0
119,-68,65,-95,MCS7,56.9,0.898004,-68,65,-95,MCS7,50.5,0.882696,223.03,348.9381818182,498.01,39.3620251219,0,1
120,-67,65,-95,MCS7,56.1,0.898463,-67,65,-95,MCS7,53.7,0.883164,492.87,729.074386921,869.57,58.6851375295,0,0
121,-67,65,-95,MCS7,56.9,0.896586,-67,65,-95,MCS7,54.9,0.861986,1.56,650.4672972973,847.08,224.5027910637,0.06,0
122,-67,65,-95,MCS7,56.9,0.897667,-68,65,-95,MCS7,54.1,0.859745,340.78,751.619688196,843.49,44.3711020084,0.01,0
123,-67,65,-95,MCS7,57.2,0.898952,-67,65,-95,MCS7,50.8,0.864857,168.74,281.4069978858,359.86,35.8457431884,0.02,1
124,-68,65,-95,MCS7,57.2,0.898272,-67,65,-95,MCS7,50.3,0.869415,262.34,683.605,847,145.1202826427,0,0
125,-69,65,-95,MCS7,56.9,0.898703,-67,65,-95,MCS7,54.1,0.872043,641.34,754.4426122449,852.95,34.0170876465,0,0
126,-69,65,-95,MCS7,56.9,0.898276,-65,65,-95,MCS7,54.9,0.874344,678.92,756.4913684211,877,35.4783918466,0,0
127,-67,65,-95,MCS7,56.9,0.898355,-65,65,-95,MCS7,54.1,0.875827,656.51,752.3008067941,846.63,34.2095744502,0,0
128,-66,65,-95,MCS7,55.9,0.898632,-66,65,-95,MCS7,52.9,0.877772,31.86,715.2385115304,869.84,147.7410033035,0.04,0
129,-68,65,-95,MCS7,56.9,0.898614,-65,65,-95,MCS7,51.4,0.877806,187.77,277.5651124744,373.52,29.1384485672,0,1
130,-67,65,-95,MCS7,56.9,0.898293,-67,65,-95,MCS7,52.4,0.878263,248.9,686.2542779292,845.63,159.304197541,0,0
131,-68,65,-95,MCS7,57.2,0.859914,-67,65,-95,MCS7,54.1,0.888742,3.12,631.1052369668,853.17,238.8358671241,0.1,0
132,-68,65,-95,MCS7,56.9,0.896533,-68,65,-95,MCS7,52.9,0.884,682.01,759.001069869,860.66,33.386986717,0,0
133,-67,65,-95,MCS7,51.4,0.897402,-67,65,-95,MCS7,43.6,0.883896,1.62,67.5957084189,751.56,86.9446290592,0.04,1
134,-67,65,-95,MCS7,56.7,0.897851,-66,65,-95,MCS7,48.3,0.883947,323.53,741.558389662,855.72,63.1656959931,0,0
135,-68,65,-95,MCS7,56.9,0.897809,-68,65,-95,MCS7,54.1,0.882518,648.84,754.5246547884,843.99,33.8904911923,0,0
136,-67,65,-95,MCS7,56.9,0.898189,-67,65,-95,MCS7,54.1,0.882543,682.9,754.1715081207,846.28,32.2320973644,0,0
137,-67,65,-95,MCS7,57.2,0.898482,-67,65,-95,MCS7,54.9,0.881622,674.6,757.7055532359,849.77,31.9006265352,0,0
138,-69,65,-95,MCS7,56.9,0.899057,-67,65,-95,MCS7,54.9,0.881665,51.99,695.8295414847,854.19,188.8650261823,0.04,0
139,-68,65,-95,MCS7,35,0.899182,-67,65,-95,MCS7,35,0.881645,1.4,112.1595238095,739.99,176.6881813231,0,1
140,-68,65,-95,MCS7,57.2,0.901025,-67,65,-95,MCS7,54.1,0.882507,678.11,753.8675263158,850.81,33.4054420667,0,0
141,-68,65,-95,MCS7,56.9,0.904734,-67,65,-95,MCS7,54.9,0.844819,1.5,647.4966457023,891.67,222.6386316995,0.09,0
142,-68,65,-95,MCS7,56.6,0.903369,-67,65,-95,MCS7,54.1,0.848969,76.4,748.1136051502,850.17,65.5759853842,0.01,0
143,-67,65,-95,MCS7,35,0.902875,-67,65,-95,MCS7,35,0.868777,1.62,80.8956,493.36,38.7932574853,0.01,1
144,-67,65,-95,MCS7,57.2,0.91211,-65,65,-95,MCS7,54.1,0.88752,572.98,747.2147071584,845.98,44.5443922787,0,0
145,-66,65,-95,MCS7,55,0.909081,-67,65,-95,MCS7,54.1,0.886475,675.43,757.8114853556,848.77,33.1095647371,0,0
146,-67,65,-95,MCS7,53.1,0.906825,-67,65,-95,MCS7,54.1,0.884835,673.02,758.7814164905,876.85,34.8087967227,0,0
147,-68,65,-95,MCS7,56.9,0.905694,-67,65,-95,MCS7,54.1,0.883998,677.22,758.1850209205,849.05,32.2171912433,0,0
148,-67,65,-95,MCS7,56.9,0.904765,-67,65,-95,MCS7,50,0.883662,150.58,685.5055384615,844.88,195.2621946756,0,0
149,-67,65,-95,MCS7,35,0.904711,-67,65,-95,MCS7,35,0.883835,1.54,202.9484143763,808.5,167.3131423303,0,1
150,-67,65,-95,MCS7,57.2,0.905933,-66,65,-95,MCS7,49.5,0.886723,637.66,761.4532865169,863.82,33.4602023395,0,0
151,-68,65,-95,MCS7,56.9,0.894734,-67,65,-95,MCS7,52.9,0.8806,1.45,652.2489937107,891.03,214.3492298609,0.12,0
152,-67,65,-95,MCS7,56.9,0.899835,-67,65,-95,MCS7,48.9,0.855786,542.6,750.5467634855,948.91,43.9249891389,0,0
153,-67,65,-95,MCS7,54.9,0.902374,-66,65,-95,MCS7,48.9,0.861847,153.69,402.55408,755.71,68.2808785602,0.06,1
154,-67,65,-95,MCS7,56.9,0.901435,-66,65,-95,MCS7,54.1,0.862092,407.77,696.8747589099,850.13,113.6493907591,0,0
155,-67,65,-95,MCS7,55.6,0.900511,-67,65,-95,MCS7,54.1,0.866502,658.97,755.7534151786,876.36,33.9626674596,0,0
156,-68,65,-95,MCS7,56.9,0.899838,-67,65,-95,MCS7,52.9,0.868081,670.63,755.8711946903,836.22,32.3996995218,0,0
157,-67,65,-95,MCS7,56.9,0.900088,-67,65,-95,MCS7,54.9,0.870265,662.14,756.3527835052,851.64,34.7189292005,0,0
158,-67,65,-95,MCS7,52.1,0.90007,-65,65,-95,MCS7,50,0.872849,207.3,728.0311,855.85,100.0715673415,0.03,0
159,-68,65,-95,MCS7,55.2,0.899516,-68,65,-95,MCS7,50.6,0.873429,294.93,420.0413157895,549.79,44.8756549043,0.01,1
160,-67,65,-95,MCS7,55.9,0.899322,-65,65,-95,MCS7,54.1,0.87493,467.69,722.6524456522,833.81,85.079418758,0,0
161,-66,65,-95,MCS7,56.9,0.89168,-66,65,-95,MCS7,54.1,0.848847,1.5,638.7917299578,909.56,236.2367052218,0.06,0
162,-67,65,-95,MCS7,56.9,0.893861,-67,65,-95,MCS7,52.3,0.881112,675.68,757.2404615385,840.28,32.2591180944,0,0
163,-68,65,-95,MCS7,56.9,0.895135,-68,65,-95,MCS7,52.9,0.884751,167.91,419.8246218487,816.71,77.3362917654,0.06,1
164,-68,65,-95,MCS7,55.2,0.895002,-67,65,-95,MCS7,54.1,0.885188,337.61,693.0419594595,875.53,131.6448870006,0,0
165,-67,65,-95,MCS7,56.9,0.895588,-67,65,-95,MCS7,51.7,0.885307,671.01,755.2687068966,839.1,32.0274242273,0,0
166,-67,65,-95,MCS7,57.2,0.89638,-66,65,-95,MCS7,52.9,0.885224,673.39,752.2437316562,856.5,32.8300691018,0,0
